id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status
1114-2,Domingo,Tradicional,Rua,Luis Antonio Martins,S/N,Butanta,Proximo Instituto Butanta,05539-060,Butantã,"Rua Luis Antonio Martins, Butanta","Rua Luis Antonio Martins, Butanta, São Paulo - SP, 05539-060",,,
1115-0,Domingo,Tradicional,Rua,Serra dos Dois Irmaos,S/N,Jardim das Rosas,Av Rodrigo Sanches e Joao Cruz,05890-300,Campo Limpo,"Rua Serra dos Dois Irmaos, Jardim das Rosas","Rua Serra dos Dois Irmaos, Jardim das Rosas, São Paulo - SP, 05890-300",,,
1117-7,Domingo,Tradicional,Avenida,Antonelo da Messina,S/N,Vila Zilda,Baltazar Aguila e Ushikichi K,02318-000,Jaçanã/Tremembé,"Avenida Antonelo da Messina, Vila Zilda","Avenida Antonelo da Messina, Vila Zilda, São Paulo - SP, 02318-000",,,
1118-5,Domingo,Tradicional,Rua,Carlos Nahas com Carlos Lacerda,S/N,Jardim Rosana,Estrada Pirajussara,05789-000,Campo Limpo,"Rua Carlos Nahas com Carlos Lacerda, Jardim Rosana","Rua Carlos Nahas, Jardim Rosana, São Paulo - SP, 05789-000",,,
1119-3,Domingo,Tradicional,Rua,Manoel da Costa Dantas,5786,Jardim Ranieri,Tv Es M Boi Mirim,04942-000,M'Boi Mirim,"Rua Manoel da Costa Dantas, 5786, Jardim Ranieri","Rua Manoel da Costa Dantas, 5786, Jardim Ranieri, São Paulo - SP, 04942-000",,,
1121-5,Domingo,Tradicional,Rua,Maria Benedita Rodrigues,S/N,Pq Santo Antonio,Rua Maria Benedita Goncalves,05851-300,M'Boi Mirim,"Rua Maria Benedita Rodrigues, Pq Santo Antonio","Rua Maria Benedita Rodrigues, Pq Santo Antonio, São Paulo - SP, 05851-300",,,
1123-1,Domingo,Tradicional,Rua,Rainha das Missoes,1,Vila Missionaria,Prox Igreja Vila Missionaria,04430-010,Cidade Ademar,"Rua Rainha das Missoes, 1, Vila Missionaria","Rua Rainha das Missoes, 1, Vila Missionaria, São Paulo - SP, 04430-010",,,
1124-0,Domingo,Tradicional,Rua,Xavier Palmerim,35,Pq Savoy City,Tv Av Maria Luiza Americano,08275-340,Itaquera,"Rua Xavier Palmerim, 35, Pq Savoy City","Rua Xavier Palmerim, 35, Pq Savoy City, São Paulo - SP, 08275-340",,,
1125-8,Domingo,Tradicional,Rua,Cachoeira Mangaval,37,Itaim Paulista,Depois Estacao Itaim,08190-350,São Miguel,"Rua Cachoeira Mangaval, 37, Itaim Paulista","Rua Cachoeira Mangaval, 37, Itaim Paulista, São Paulo - SP, 08190-350",,,
1126-6,Domingo,Tradicional,Rua,Engenheiro Nogueira Soares,45,Jardim do Russo,Tv Doutor Silvio de Campos,05205-110,Perus,"Rua Engenheiro Nogueira Soares, 45, Jardim do Russo","Rua Engenheiro Nogueira Soares, 45, Jardim do Russo, São Paulo - SP, 05205-110",,,
1127-4,Domingo,Tradicional,Rua,Benedita Martins Ramos,S/N,Jardim Tres Coracoes,Ponto Final Onibus,04855-290,Capela do Socorro,"Rua Benedita Martins Ramos, Jardim Tres Coracoes","Rua Benedita Martins Ramos, Jardim Tres Coracoes, São Paulo - SP, 04855-290",,,
1128-2,Domingo,Tradicional,Rua,Delfino Facchina,4028,Jardim Vera Lucia,Tv Es Casa Grande,04409-080,Cidade Ademar,"Rua Delfino Facchina, 4028, Jardim Vera Lucia","Rua Delfino Facchina, 4028, Jardim Vera Lucia, São Paulo - SP, 04409-080",,,
1129-0,Domingo,Tradicional,Rua,Gabriel de Carvalho,S/N,Jardim Boa Vista,Rodovia Raposo Tavares Km 18,05583-080,Butantã,"Rua Gabriel de Carvalho, Jardim Boa Vista","Rua Gabriel de Carvalho, Jardim Boa Vista, São Paulo - SP, 05583-080",,,
1130-4,Domingo,Tradicional,Rua,Guapore,210,Ponte Pequena,Avenida Tiradentes,01109-030,Sé,"Rua Guapore, 210, Ponte Pequena","Rua Guapore, 210, Ponte Pequena, São Paulo - SP, 01109-030",,,
1131-2,Domingo,Tradicional,Rua,Leonor de Siqueira,6,Jardim Vera Cruz,Av.sargt. Iracitam Coimbra,08310-500,São Mateus,"Rua Leonor de Siqueira, 6, Jardim Vera Cruz","Rua Leonor de Siqueira, 6, Jardim Vera Cruz, São Paulo - SP, 08310-500",,,
1133-9,Domingo,Tradicional,Rua,Oscar Freire,1850,Sumare,Avenida Doutor Arnaldo,05409-012,Pinheiros,"Rua Oscar Freire, 1850, Sumare","Rua Oscar Freire, 1850, Sumare, São Paulo - SP, 05409-012",,,
1134-7,Domingo,Tradicional,Praça,Bom Pastor,387,Itaquera,Giovani Quadri e Giacomo Quiri,08255-500,Itaquera,"Praça Bom Pastor, 387, Itaquera","Praça Bom Pastor, 387, Itaquera, São Paulo - SP, 08255-500",,,
1135-5,Domingo,Tradicional,Rua,Penaforte,S/N,Jardim Paulistana,Rua Nossa Senhora da Concordia,02318-260,Jaçanã/Tremembé,"Rua Penaforte, Jardim Paulistana","Rua Penaforte, Jardim Paulistana, São Paulo - SP, 02318-260",,,
1138-0,Domingo,Tradicional,Praça,Do Horticultores,415,Engenheiro Goulart,S/inf,03723-040,Penha,"Praça Do Horticultores, 415, Engenheiro Goulart","Praça Do Horticultores, 415, Engenheiro Goulart, São Paulo - SP, 03723-040",,,
1139-8,Domingo,Tradicional,Estrada,Do Capoeirao,S/N,Jardim Colonial,Px Ao Sesc,04821-310,Capela do Socorro,"Estrada Do Capoeirao, Jardim Colonial","Estrada Do Capoeirao, Jardim Colonial, São Paulo - SP, 04821-310",,,
1141-0,Domingo,Tradicional,Rua,Pastoril de Almenara,S/N,Pq Pan Americano,Tv Estrada de Taipas,02993-040,Pirituba/Jaraguá,"Rua Pastoril de Almenara, Pq Pan Americano","Rua Pastoril de Almenara, Pq Pan Americano, São Paulo - SP, 02993-040",,,
1142-8,Domingo,Tradicional,Rua,Criuva,12E,Vila Progresso,Tv Antigo Atalho Mogiana,08245-300,São Miguel,"Rua Criuva, 12E, Vila Progresso","Rua Criuva, 12E, Vila Progresso, São Paulo - SP, 08245-300",,,
1143-6,Domingo,Tradicional,Rua,Pastoril de Itapetinga,12,Vila Silvia,Avenida Assis Ribeiro,03729-000,Penha,"Rua Pastoril de Itapetinga, 12, Vila Silvia","Rua Pastoril de Itapetinga, 12, Vila Silvia, São Paulo - SP, 03729-000",,,
1144-4,Domingo,Tradicional,Avenida,Inacio Dias da Silva,S/N,Piraporinha,Estrada do M Boi Mirim,04913-180,M'Boi Mirim,"Avenida Inacio Dias da Silva, Piraporinha","Avenida Inacio Dias da Silva, Piraporinha, São Paulo - SP, 04913-180",,,
1146-0,Domingo,Tradicional,Rua,Doutor Humberto Pascale,S/N,Jardim Jangadeiro,Avenida das Palmeiras,05884-310,Campo Limpo,"Rua Doutor Humberto Pascale, Jardim Jangadeiro","Rua Doutor Humberto Pascale, Jardim Jangadeiro, São Paulo - SP, 05884-310",,,
1147-9,Domingo,Tradicional,Avenida,Trinta e Sete Conjunto Faria Lima,S/N,Pq Cocaia,Rua Campo do Aravil,04840-460,Capela do Socorro,"Avenida Trinta e Sete Conjunto Faria Lima, Pq Cocaia","Avenida Trinta e Sete Conjunto Faria Lima, Pq Cocaia, São Paulo - SP, 04840-460",,,
1149-5,Domingo,Tradicional,Rua,São Lourenco do Sul,S/N,Jardim Peri Alto,Rua Brasiluxo Lopes,02633-060,Casa Verde/Cachoeirinha,"Rua São Lourenco do Sul, Jardim Peri Alto","Rua São Lourenco do Sul, Jardim Peri Alto, São Paulo - SP, 02633-060",,,
1150-9,Domingo,Tradicional,Rua,Cesar Dias,S/N,Itaquera,Com a Rua Cesar Dias,03591-000,Penha,"Rua Cesar Dias, Itaquera","Rua Cesar Dias, Itaquera, São Paulo - SP, 03591-000",,,
1151-7,Domingo,Tradicional,Rua,Padre Aldemar Moreira,S/N,Santa Etelvina,Conjunto Hab Cidade Tiradentes,08471-010,Cidade Tiradentes,"Rua Padre Aldemar Moreira, Santa Etelvina","Rua Padre Aldemar Moreira, Santa Etelvina, São Paulo - SP, 08471-010",,,
1152-5,Domingo,Tradicional,Rua,Combate Lagoa Branca,S/N,Vila Sabrina,Alonso P B Aventura de Souza,02141-080,Vila Maria/Vila Guilherme,"Rua Combate Lagoa Branca, Vila Sabrina","Rua Combate Lagoa Branca, Vila Sabrina, São Paulo - SP, 02141-080",,,
1153-3,Domingo,Tradicional,Rua,Edward Carmilo,S/N,Jardim Celeste,,05528-001,Butantã,"Rua Edward Carmilo, Jardim Celeste","Rua Edward Carmilo, Jardim Celeste, São Paulo - SP, 05528-001",,,
1154-1,Domingo,Tradicional,Rua,Major Quedinho,S/N,Consolacao,Praca Roosevelt,01050-030,Sé,"Rua Major Quedinho, Consolacao","Rua Major Quedinho, Consolacao, São Paulo - SP, 01050-030",,,
1155-0,Domingo,Tradicional,Avenida,Arquiteto Vila Nova Artigas,S/N,Sapopemba,Vila Prudente e Sapopemba,03928-240,Sapopemba,"Avenida Arquiteto Vila Nova Artigas, Sapopemba","Avenida Arquiteto Vila Nova Artigas, Sapopemba, São Paulo - SP, 03928-240",,,
1161-4,Domingo,Tradicional,Rua,Benedito Marcello,S/N,Pq São Paulo,,04843-225,Capela do Socorro,"Rua Benedito Marcello, Pq São Paulo","Rua Benedito Marcello, Pq São Paulo, São Paulo - SP, 04843-225",,,
1165-7,Domingo,Tradicional,Rua,Augusto Albereci,S/N,Jardim Nazare,,08142-500,Itaim Paulista,"Rua Augusto Albereci, Jardim Nazare","Rua Augusto Albereci, Jardim Nazare, São Paulo - SP, 08142-500",,,
1171-1,Domingo,Tradicional,Rua,Tejuguacu,S/N,Vila Jacui,,08060-310,São Miguel,"Rua Tejuguacu, Vila Jacui","Rua Tejuguacu, Vila Jacui, São Paulo - SP, 08060-310",,,
1173-8,Domingo,Tradicional,Rua,Inacio de Almeida Arruda,S/N,Vila da Paz,Rio Bonito C Pedro a Lemos,04777-050,Capela do Socorro,"Rua Inacio de Almeida Arruda, Vila da Paz","Rua Inacio de Almeida Arruda, Vila da Paz, São Paulo - SP, 04777-050",,,
1174-6,Domingo,Tradicional,Rua,Luar de Lagrimas,S/N,Jardim Novo Horizonte,,04856-210,Capela do Socorro,"Rua Luar de Lagrimas, Jardim Novo Horizonte","Rua Luar de Lagrimas, Jardim Novo Horizonte, São Paulo - SP, 04856-210",,,
1175-4,Domingo,Tradicional,Rua,Dos Andradas com Timbiras,S/N,Santa Efigenia,Av Ipiranga e R Aurora,01208-000,Sé,"Rua Dos Andradas com Timbiras, Santa Efigenia","Rua Dos Andradas, Santa Efigenia, São Paulo - SP, 01208-000",,,
1177-0,Domingo,Tradicional,Rua,Modelar,S/N,Capao Redondo,,05868-790,Campo Limpo,"Rua Modelar, Capao Redondo","Rua Modelar, Capao Redondo, São Paulo - SP, 05868-790",,,
1179-7,Domingo,Tradicional,Rua,Terra Brasileira,S/N,Vila Suica,Rus 3 e Terra Brasileira,08223-355,Itaquera,"Rua Terra Brasileira, Vila Suica","Rua Terra Brasileira, Vila Suica, São Paulo - SP, 08223-355",,,
1183-5,Domingo,Tradicional,Avenida,Utaro Kanai com Festa Chinesa,S/N,Jardim São Paulo,Cj.hab.juscelino Kubtscheck,08465-000,Guaianases,"Avenida Utaro Kanai com Festa Chinesa, Jardim São Paulo","Avenida Utaro Kanai, Jardim São Paulo, São Paulo - SP, 08465-000",,,
1184-3,Domingo,Tradicional,Rua,Bartolino de Padua,S/N,Itaquera,Confluencia R Barro Branco,08470-780,Cidade Tiradentes,"Rua Bartolino de Padua, Itaquera","Rua Bartolino de Padua, Itaquera, São Paulo - SP, 08470-780",,,
1190-8,Domingo,Tradicional,Rua,Ari da Rocha Miranda,S/N,Vila Nova Galvao,Joao Cavalcante e Ant Jercio M,02281-190,Jaçanã/Tremembé,"Rua Ari da Rocha Miranda, Vila Nova Galvao","Rua Ari da Rocha Miranda, Vila Nova Galvao, São Paulo - SP, 02281-190",,,
1192-4,Domingo,Tradicional,Rua,Santo Amaro,S/N,Bela Vista,Aguiar Barros e Fca Miquelina,01315-000,Sé,"Rua Santo Amaro, Bela Vista","Rua Santo Amaro, Bela Vista, São Paulo - SP, 01315-000",,,
1193-2,Domingo,Tradicional,Rua,Cachoeira do Arrependimento,S/N,Jardim Arpoador,Conjunto Hab Raposo Tavares,05574-440,Butantã,"Rua Cachoeira do Arrependimento, Jardim Arpoador","Rua Cachoeira do Arrependimento, Jardim Arpoador, São Paulo - SP, 05574-440",,,
1194-0,Domingo,Tradicional,Avenida,Bassano Del Grapa,S/N,Jardim Vila Carrao,,08340-420,São Mateus,"Avenida Bassano Del Grapa, Jardim Vila Carrao","Avenida Bassano Del Grapa, Jardim Vila Carrao, São Paulo - SP, 08340-420",,,
1197-5,Domingo,Tradicional,Rua,Salto de Itarare,S/N,Jardim Jose Maria,,02982-020,Pirituba/Jaraguá,"Rua Salto de Itarare, Jardim Jose Maria","Rua Salto de Itarare, Jardim Jose Maria, São Paulo - SP, 02982-020",,,
1198-3,Domingo,Tradicional,Alameda,Lorena,S/N,Jardim America,Entre Ruas Augusta e Haddock L,01424-002,Pinheiros,"Alameda Lorena, Jardim America","Alameda Lorena, Jardim America, São Paulo - SP, 01424-002",,,
1199-1,Domingo,Tradicional,Rua,Pde Carvalho,S/N,Pinheiros,,05763-470,Pinheiros,"Rua Pde Carvalho, Pinheiros","Rua Pde Carvalho, Pinheiros, São Paulo - SP, 05763-470",,,
1200-9,Domingo,Tradicional,Rua,Coronel Euclides Machado,S/N,Jardim das Gracas,Freire Cisneiros e D Lucas Con,0,Casa Verde/Cachoeirinha,"Rua Coronel Euclides Machado, Jardim das Gracas","Rua Coronel Euclides Machado, Jardim das Gracas, São Paulo - SP",,,
1204-1,Domingo,Tradicional,Rua,Freire Brayner,S/N,Sacoma,,04235-243,Ipiranga,"Rua Freire Brayner, Sacoma","Rua Freire Brayner, Sacoma, São Paulo - SP, 04235-243",,,
1205-0,Domingo,Tradicional,Rua,Conde de Porto Alegre,S/N,Campo Belo,Entre 1181 e 1270 Joao S Dias,04608-000,Santo Amaro,"Rua Conde de Porto Alegre, Campo Belo","Rua Conde de Porto Alegre, Campo Belo, São Paulo - SP, 04608-000",,,
1207-6,Domingo,Tradicional,Avenida,Nascer do Sol,S/N,Santa Etelvina Cohab,R do Charco e R.da Sorte,08485-020,Cidade Tiradentes,"Avenida Nascer do Sol, Santa Etelvina Cohab","Avenida Nascer do Sol, Santa Etelvina Cohab, São Paulo - SP, 08485-020",,,
1208-4,Domingo,Tradicional,Praça,Antonio Franco Velasco,S/N,Limao,,02554-020,Casa Verde/Cachoeirinha,"Praça Antonio Franco Velasco, Limao","Praça Antonio Franco Velasco, Limao, São Paulo - SP, 02554-020",,,
1209-2,Domingo,Tradicional,Rua,Glicerio Rodrigues,S/N,Vila Norma,,08062-140,São Miguel,"Rua Glicerio Rodrigues, Vila Norma","Rua Glicerio Rodrigues, Vila Norma, São Paulo - SP, 08062-140",,,
1210-6,Domingo,Tradicional,Alameda,Ministro Rocha Azevedo,308,Jardim Paulista,Aitura do N Quatro Sete Quatro,01410-002,Pinheiros,"Alameda Ministro Rocha Azevedo, 308, Jardim Paulista","Alameda Ministro Rocha Azevedo, 308, Jardim Paulista, São Paulo - SP, 01410-002",,,
1212-2,Domingo,Tradicional,Rua,Maestro Bortolucci,S/N,Vila Albertina,Av Senador Jose Ermirio de Moraes,02357-040,Jaçanã/Tremembé,"Rua Maestro Bortolucci, Vila Albertina","Rua Maestro Bortolucci, Vila Albertina, São Paulo - SP, 02357-040",,,
1215-7,Domingo,Tradicional,Rua,Morro das Pedras,S/N,Jardim São Francisco,,08310-100,São Mateus,"Rua Morro das Pedras, Jardim São Francisco","Rua Morro das Pedras, Jardim São Francisco, São Paulo - SP, 08310-100",,,
1217-3,Domingo,Tradicional,Rua,Teodoro Bernardo do Nascimento,S/N,Pq Santa Rita,R Luis Rohrer,08150-000,Itaim Paulista,"Rua Teodoro Bernardo do Nascimento, Pq Santa Rita","Rua Teodoro Bernardo do Nascimento, Pq Santa Rita, São Paulo - SP, 08150-000",,,
1218-1,Domingo,Tradicional,Rua,Florencio Carpi,S/N,Pq Anhanguera,,05267-080,Perus,"Rua Florencio Carpi, Pq Anhanguera","Rua Florencio Carpi, Pq Anhanguera, São Paulo - SP, 05267-080",,,
1220-3,Domingo,Tradicional,Avenida,Jose Martins Lisboa,S/N,São Francisco,,08081-010,São Miguel,"Avenida Jose Martins Lisboa, São Francisco","Avenida Jose Martins Lisboa, São Francisco, São Paulo - SP, 08081-010",,,
1221-1,Domingo,Tradicional,Rua,Cleusa Milochi,S/N,Cachoeirinha,Rua Jeronimo da Rocha,02762-070,Casa Verde/Cachoeirinha,"Rua Cleusa Milochi, Cachoeirinha","Rua Cleusa Milochi, Cachoeirinha, São Paulo - SP, 02762-070",,,
1226-2,Domingo,Tradicional,Rua,Wilson Fernandes S Carvalho,S/N,Cidade Tiradentes,,08473-000,Cidade Tiradentes,"Rua Wilson Fernandes S Carvalho, Cidade Tiradentes","Rua Wilson Fernandes S Carvalho, Cidade Tiradentes, São Paulo - SP, 08473-000",,,
1227-0,Domingo,Tradicional,Rua,Desembargador Isnard dos Reis,S/N,Itaim Paulista,Av Kemel Addas e Av Desembargador Otavio,08130-000,Itaim Paulista,"Rua Desembargador Isnard dos Reis, Itaim Paulista","Rua Desembargador Isnard dos Reis, Itaim Paulista, São Paulo - SP, 08130-000",,,
1230-0,Domingo,Tradicional,Rua,Felipe Cardoso Campos,S/N,Vila Fanton,Conjunto Residencial do Cdhu,05207-090,Perus,"Rua Felipe Cardoso Campos, Vila Fanton","Rua Felipe Cardoso Campos, Vila Fanton, São Paulo - SP, 05207-090",,,
1234-3,Domingo,Tradicional,Rua,Guaiauna,200,Penha de Franca,,03631-000,Penha,"Rua Guaiauna, 200, Penha de Franca","Rua Guaiauna, 200, Penha de Franca, São Paulo - SP, 03631-000",,,
1235-1,Domingo,Tradicional,Avenida,Henriqueta Noguez Brieba,S/N,Conjunto Hab Fazenda do Ca,,08421-530,Cidade Tiradentes,"Avenida Henriqueta Noguez Brieba, Conjunto Hab Fazenda do Ca","Avenida Henriqueta Noguez Brieba, Conjunto Hab Fazenda do Ca, São Paulo - SP, 08421-530",,,
1237-8,Domingo,Tradicional,Rua,Carlo Coccia,S/N,Jardim Nova Sapopemba,,03977-670,Sapopemba,"Rua Carlo Coccia, Jardim Nova Sapopemba","Rua Carlo Coccia, Jardim Nova Sapopemba, São Paulo - SP, 03977-670",,,
1239-4,Domingo,Tradicional,Rua,Vitantonio Matorosa,S/N,Jardim Princesa,,02856-080,Freguesia/Brasilândia,"Rua Vitantonio Matorosa, Jardim Princesa","Rua Vitantonio Matorosa, Jardim Princesa, São Paulo - SP, 02856-080",,,
1243-2,Domingo,Tradicional,Rua,Professor Arnaldo Joao Semeraro,00S/N,Parque Bristol,Av Francesco Del Cossa,04184-000,Ipiranga,"Rua Professor Arnaldo Joao Semeraro, 00S/N, Parque Bristol","Rua Professor Arnaldo Joao Semeraro, 00S/N, Parque Bristol, São Paulo - SP, 04184-000",,,
1244-0,Domingo,Tradicional,Rua,Samuel Bovy,00S/N,Jardim City Jaragua,,02998-120,Pirituba/Jaraguá,"Rua Samuel Bovy, 00S/N, Jardim City Jaragua","Rua Samuel Bovy, 00S/N, Jardim City Jaragua, São Paulo - SP, 02998-120",,,
1246-7,Domingo,Tradicional,Rua,Beija Flor,S/N,Vila Vargem Grande,,04895-280,Parelheiros,"Rua Beija Flor, Vila Vargem Grande","Rua Beija Flor, Vila Vargem Grande, São Paulo - SP, 04895-280",,,
1248-3,Domingo,Tradicional,Rua,Doutor Ademar Ferreira de Carvalho,S/N,Vila Yolanda II,Vila Yolanda,08473-410,Cidade Tiradentes,"Rua Doutor Ademar Ferreira de Carvalho, Vila Yolanda II","Rua Doutor Ademar Ferreira de Carvalho, Vila Yolanda II, São Paulo - SP, 08473-410",,,
1251-3,Domingo,Tradicional,Rua,Jeronimo Dias Ribeiro,S/N,Jardim São Paulo,Doutor Joao Otaviano Pereira,08461-560,Guaianases,"Rua Jeronimo Dias Ribeiro, Jardim São Paulo","Rua Jeronimo Dias Ribeiro, Jardim São Paulo, São Paulo - SP, 08461-560",,,
1253-0,Domingo,Tradicional,Rua,B-10,S/N,Cidade Tiradentes,Supermercado Negreiros,0,Guaianases,"Rua B-10, Cidade Tiradentes","Rua B-10, Cidade Tiradentes, São Paulo - SP",,,
1254-8,Domingo,Tradicional,Rua,Araripira,S/N,Jardim do Recanto,,02877-000,Freguesia/Brasilândia,"Rua Araripira, Jardim do Recanto","Rua Araripira, Jardim do Recanto, São Paulo - SP, 02877-000",,,
1260-2,Domingo,Tradicional,Rua,Anna Papini Guaranha,S/N,Carandiru,Av Zaki Narchi,02049-010,Vila Maria/Vila Guilherme,"Rua Anna Papini Guaranha, Carandiru","Rua Anna Papini Guaranha, Carandiru, São Paulo - SP, 02049-010",,,
1262-9,Domingo,Tradicional,Rua,Forte do Guara,S/N,Parelheiros,,04865-170,Parelheiros,"Rua Forte do Guara, Parelheiros","Rua Forte do Guara, Parelheiros, São Paulo - SP, 04865-170",,,
1264-5,Domingo,Tradicional,Rua,Linaria,10,Itaim Paulista,Cdhu Itaim Paulista,08142-189,Itaim Paulista,"Rua Linaria, 10, Itaim Paulista","Rua Linaria, 10, Itaim Paulista, São Paulo - SP, 08142-189",,,
1267-0,Domingo,Tradicional,Avenida,Ponte da Amizade,S/N,Jardim Iguatemi,Cdhu Jardim Iguatemi,08371-420,São Mateus,"Avenida Ponte da Amizade, Jardim Iguatemi","Avenida Ponte da Amizade, Jardim Iguatemi, São Paulo - SP, 08371-420",,,
1268-8,Domingo,Tradicional,Rua,Antonio da Costa Barbosa,S/N,Vila Andrade,Trav Rua Jose Ramom Urtiza,05717-220,Campo Limpo,"Rua Antonio da Costa Barbosa, Vila Andrade","Rua Antonio da Costa Barbosa, Vila Andrade, São Paulo - SP, 05717-220",,,
1270-0,Domingo,Tradicional,Rua,Raimunda P de Alencar da Silva,S/N,Jardim Varginha,,04857-010,Capela do Socorro,"Rua Raimunda P de Alencar da Silva, Jardim Varginha","Rua Raimunda P de Alencar da Silva, Jardim Varginha, São Paulo - SP, 04857-010",,,
1274-2,Domingo,Tradicional,Rua,Gaspar Sardinha,S/N,Lageado,,08460-000,Guaianases,"Rua Gaspar Sardinha, Lageado","Rua Gaspar Sardinha, Lageado, São Paulo - SP, 08460-000",,,
1278-5,Domingo,Tradicional,Rua,Manuel Homem de Andrade,S/N,Jardim Santo Antonio,,05723-400,Campo Limpo,"Rua Manuel Homem de Andrade, Jardim Santo Antonio","Rua Manuel Homem de Andrade, Jardim Santo Antonio, São Paulo - SP, 05723-400",,,
1312-9,Domingo,Tradicional,Rua,Cidade do Rio Pardo,S/N,Vila Andrade,,05727-180,Campo Limpo,"Rua Cidade do Rio Pardo, Vila Andrade","Rua Cidade do Rio Pardo, Vila Andrade, São Paulo - SP, 05727-180",,,
1360-9,Domingo,Tradicional,Rua,Afonso Lopes Vieira,S/N,Vila Dionisia,Avenida Inajar de Souza,02671-100,Casa Verde/Cachoeirinha,"Rua Afonso Lopes Vieira, Vila Dionisia","Rua Afonso Lopes Vieira, Vila Dionisia, São Paulo - SP, 02671-100",,,
1370-6,Domingo,Tradicional,Rua,Laura Boss,S/N,Guaianases,Cohab Jose Bonifacio,08250-730,Itaquera,"Rua Laura Boss, Guaianases","Rua Laura Boss, Guaianases, São Paulo - SP, 08250-730",,,
1377-3,Domingo,Tradicional,Praça,Grand Reserva Paulista,S/N,Jardim Iris,,05144-085,Pirituba/Jaraguá,"Praça Grand Reserva Paulista, Jardim Iris","Praça Grand Reserva Paulista, Jardim Iris, São Paulo - SP, 05144-085",,,
1380-3,Domingo,Tradicional,Rua,Andre Cavalcante,S/N,Vila Regina,,08225-435,Itaquera,"Rua Andre Cavalcante, Vila Regina","Rua Andre Cavalcante, Vila Regina, São Paulo - SP, 08225-435",,,
1390-0,Domingo,Tradicional,Rua,Amilcar de Magalhaes,S/N,Pirituba,,05171-240,Pirituba/Jaraguá,"Rua Amilcar de Magalhaes, Pirituba","Rua Amilcar de Magalhaes, Pirituba, São Paulo - SP, 05171-240",,,
1413-3,Domingo,Orgânica,Rua,Dona Ana Germaine Buchard,286,Agua Branca,R Ana Pimentel a Melo Palheta,05002-061,Lapa,"Rua Dona Ana Germaine Buchard, 286, Agua Branca","Rua Dona Ana Germaine Buchard, 286, Agua Branca, São Paulo - SP, 05002-061",,,
1493-1,Domingo,Tradicional,Rua,Nello Bini,86,Jardim Analia Franco,,03337-050,Aricanduva/Formosa/Carrão,"Rua Nello Bini, 86, Jardim Analia Franco","Rua Nello Bini, 86, Jardim Analia Franco, São Paulo - SP, 03337-050",,,
1761-2,Domingo,Tradicional,Rua,"Cachoeira das Jangadas, 15",S/N,Conjunto Habitacional Inacio Monteiro,,08472-115,Cidade Tiradentes,"Rua Cachoeira das Jangadas, 15, Conjunto Habitacional Inacio Monteiro","Rua Cachoeira das Jangadas, 15, Conjunto Habitacional Inacio Monteiro, São Paulo - SP, 08472-115",,,
1849-0,Domingo,Tradicional,Avenida,Nadir Dias de Figueiredo,1253,Vila Maria Baixa,,02110-000,Vila Maria/Vila Guilherme,"Avenida Nadir Dias de Figueiredo, 1253, Vila Maria Baixa","Avenida Nadir Dias de Figueiredo, 1253, Vila Maria Baixa, São Paulo - SP, 02110-000",,,
1854-6,Domingo,Tradicional,Rua,Atuai,1026,Vila Matilde,,03646-000,Penha,"Rua Atuai, 1026, Vila Matilde","Rua Atuai, 1026, Vila Matilde, São Paulo - SP, 03646-000",,,
1892-9,Domingo,Tradicional,Rua,Carvaxi,300,Parque Reboucas,,05735-040,Campo Limpo,"Rua Carvaxi, 300, Parque Reboucas","Rua Carvaxi, 300, Parque Reboucas, São Paulo - SP, 05735-040",,,
